"PermitNum","StatusCurrent","AppliedDate","IssuedDate","CompletedDate","PermitType","PermitTypeMapped","PermitClass","PermitClassGroup","PermitClassMapped","WorkClass","WorkClassGroup","WorkClassMapped","Description","ApplicantName","ContractorName","HousingUnits","EstProjectCost","TotalSqFt","OriginalAddress","CommunityCode","CommunityName","Latitude","Longitude","LocationCount","LocationTypes","LocationAddresses","LocationsWKT","LocationsGeoJSON","Point"
"BP2006-14149","Completed","2006/08/16","2006/08/23","2006/11/15","Commercial / Multi Family Project","Building","3108 - Liquor Store","Commercial","Non-Residential","Alteration","Improvement","Existing","Interior Alteration & BUC","SCHULTZ CONSTRUCTION","SCHULTZ CONSTRUCTION","0","$140,000",,"#1101 9650 HARVEST HILLS BV NE","HHB","HARVEST HILLS BUSINESS PARK","51.14137745266","-114.0699929255","3","Titled Parcel;Building;Building Suite","9650 HARVEST HILLS BV NE;#1100 9650 HARVEST HILLS BV NE;#1101 9650 HARVEST HILLS BV NE","MULTIPOINT (-114.06999292549744 51.14137745266247,-114.06954934068362 51.14051400686328,-114.06932925303319 51.14051030796033)","{""type"":""MultiPoint"",""coordinates"":[[-114.0699929,51.1413775],[-114.0695493,51.140514],[-114.0693293,51.1405103]]}","POINT (-114.06999292549744 51.14137745266247)"
"BP2004-07619","Completed","2004/06/14","2004/06/21","2004/12/03","Commercial / Multi Family Project","Building","5202 - Clinic","Institutional","Non-Residential","Alteration","Improvement","Existing","INTERIOR PARTITION & USE APPROVAL","KIROLLOS DEVELOPMENT","KIROLLOS DEVELOPMENT","0","$20,000",,"#205 178 96 AV NE","HAR","HARVEST HILLS","51.14184739019","-114.06635646766","3","Titled Parcel;Building;Building Suite","178 96 AV NE;178 96 AV NE;#205 178 96 AV NE","MULTIPOINT (-114.06635646766222 51.14184739018853,-114.0661829945609 51.142077001541814,-114.0661829945609 51.142077001541814)","{""type"":""MultiPoint"",""coordinates"":[[-114.0663565,51.1418474],[-114.066183,51.142077],[-114.066183,51.142077]]}","POINT (-114.06635646766222 51.14184739018853)"
"BP2020-02697","Completed","2020/03/04","2020/03/23","2020/08/19","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$379,698","2,336","168 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.1496869895","-114.04625291192","2","Titled Parcel;Building","168 HARVEST HILLS WY NE;168 HARVEST HILLS WY NE","MULTIPOINT (-114.04625291192221 51.14968698949855,-114.04621683933286 51.1495896377082)","{""type"":""MultiPoint"",""coordinates"":[[-114.0462529,51.149687],[-114.0462168,51.1495896]]}","POINT (-114.04625291192221 51.14968698949855)"
"BP2022-05578","Completed","2022/04/08","2022/04/21","2022/11/15","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$431,092","2,628","353 HARVEST HILLS CO NE","HAR","HARVEST HILLS","51.14907559083","-114.04652469223","2","Titled Parcel;Building","353 HARVEST HILLS CO NE;353 HARVEST HILLS CO NE","MULTIPOINT (-114.04652469222505 51.149075590830535,-114.04637592403657 51.14908073800489)","{""type"":""MultiPoint"",""coordinates"":[[-114.0465247,51.1490756],[-114.0463759,51.1490807]]}","POINT (-114.04652469222505 51.149075590830535)"
"BP2022-10885","Completed","2022/06/22","2022/06/30","2022/12/02","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$60,179",,"16 HARVEST GOLD HT NE","HAR","HARVEST HILLS","51.1459976191","-114.06181120537","1","Titled Parcel","16 HARVEST GOLD HT NE","POINT (-114.06181120537275 51.14599761909535)","{""type"":""Point"",""coordinates"":[-114.0618112,51.1459976]}","POINT (-114.06181120537275 51.14599761909535)"
"BP1999-09219","Completed","1999/08/04","1999/08/27","2000/05/02","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","TRICO HOMES","TRICO HOMES","1","$152,876","2,201","1132 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14687255857","-114.04797689663","1","Titled Parcel","1132 HARVEST HILLS DR NE","POINT (-114.04797689663316 51.14687255856836)","{""type"":""Point"",""coordinates"":[-114.0479769,51.1468726]}","POINT (-114.04797689663316 51.14687255856836)"
"BP2002-03211","Completed","2002/03/21","2002/03/21","2002/11/18","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$12,600",,"160 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.15187902221","-114.05593075945","1","Titled Parcel","160 HARVEST HILLS DR NE","POINT (-114.0559307594513 51.151879022205726)","{""type"":""Point"",""coordinates"":[-114.0559308,51.151879]}","POINT (-114.0559307594513 51.151879022205726)"
"BP2003-14171","Completed","2003/10/28","2003/10/28","2003/11/25","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,"L C P CONTRACTING & RENOVATIONS","L C P CONTRACTING & RENOVATIONS","0","$6,900",,"75 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15222832191","-114.04420931856","2","Titled Parcel;Building","75 HARVEST GROVE CL NE;75 HARVEST GROVE CL NE","MULTIPOINT (-114.0442093185582 51.15222832191073,-114.04439308944039 51.15222450366304)","{""type"":""MultiPoint"",""coordinates"":[[-114.0442093,51.1522283],[-114.0443931,51.1522245]]}","POINT (-114.0442093185582 51.15222832191073)"
"BP2002-07961","Completed","2002/06/13","2002/06/13","2002/11/22","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$14,175",,"20 HARVEST OAK DR NE","HAR","HARVEST HILLS","51.15235362599","-114.06288785571","1","Titled Parcel","20 HARVEST OAK DR NE","POINT (-114.06288785570622 51.152353625989875)","{""type"":""Point"",""coordinates"":[-114.0628879,51.1523536]}","POINT (-114.06288785570622 51.152353625989875)"
"BP2016-01919","Completed","2016/03/04","2016/03/04","2016/08/15","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,,,"0","$1,927",,"149 HARVEST OAK WY NE","HAR","HARVEST HILLS","51.15356252772","-114.05901808628","2","Titled Parcel;Building","149 HARVEST OAK WY NE;149 HARVEST OAK WY NE","MULTIPOINT (-114.05901808627637 51.15356252771602,-114.05885268449069 51.153559221982704)","{""type"":""MultiPoint"",""coordinates"":[[-114.0590181,51.1535625],[-114.0588527,51.1535592]]}","POINT (-114.05901808627637 51.15356252771602)"
"BP2000-02054","Completed","2000/03/09","2000/03/20","2001/01/31","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","LANDMARK HOMES (CALGARY)","LANDMARK HOMES (CALGARY)","1","$137,229","1,960","1119 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14680929494","-114.04879063529","1","Titled Parcel","1119 HARVEST HILLS DR NE","POINT (-114.04879063528615 51.14680929494248)","{""type"":""Point"",""coordinates"":[-114.0487906,51.1468093]}","POINT (-114.04879063528615 51.14680929494248)"
"BP2017-15292","Completed","2017/11/20","2017/11/20","2017/12/22","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$10,199",,"151 HARVEST CREEK CO NE","HAR","HARVEST HILLS","51.143181118","-114.04768120612","1","Titled Parcel","151 HARVEST CREEK CO NE","POINT (-114.04768120611689 51.14318111800465)","{""type"":""Point"",""coordinates"":[-114.0476812,51.1431811]}","POINT (-114.04768120611689 51.14318111800465)"
"BP2001-13762","Completed","2001/11/21","2001/11/21","2001/11/28","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$16,301",,"188 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14510834225","-114.05820303399","1","Titled Parcel","188 HARVEST PARK TC NE","POINT (-114.05820303399406 51.145108342245344)","{""type"":""Point"",""coordinates"":[-114.058203,51.1451083]}","POINT (-114.05820303399406 51.145108342245344)"
"BP2006-20689","File Closed","2006/12/20","2006/12/20","2007/10/10","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$10,032",,"293 HARVEST OAK RI NE","HAR","HARVEST HILLS","51.15053380687","-114.06259866048","1","Titled Parcel","293 HARVEST OAK RI NE","POINT (-114.06259866047948 51.15053380686922)","{""type"":""Point"",""coordinates"":[-114.0625987,51.1505338]}","POINT (-114.06259866047948 51.15053380686922)"
"BP2008-11120","Completed","2008/08/29","2008/09/02","2009/03/30","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage","CARSHACKS","CARSHACKS","0","$17,500",,"46 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14262731061","-114.05889791807","1","Titled Parcel","46 HARVEST ROSE CI NE","POINT (-114.05889791807084 51.142627310611644)","{""type"":""Point"",""coordinates"":[-114.0588979,51.1426273]}","POINT (-114.05889791807084 51.142627310611644)"
"BP2010-00405","Completed","2010/01/14","2010/01/14","2010/02/03","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$22,620",,"133 HARVEST CREEK CL NE","HAR","HARVEST HILLS","51.14644919134","-114.04429250762","2","Titled Parcel;Building","133 HARVEST CREEK CL NE;133 HARVEST CREEK CL NE","MULTIPOINT (-114.04429250762148 51.14644919134425,-114.04432974585097 51.14635279099929)","{""type"":""MultiPoint"",""coordinates"":[[-114.0442925,51.1464492],[-114.0443297,51.1463528]]}","POINT (-114.04429250762148 51.14644919134425)"
"BP2019-16882","Completed","2019/12/13","2020/02/18","2020/03/17","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","New","New","New","Secondary Suite","SARA KARIMI AVVAL*","KRT CONTRACTING","1","$88,378",,"18R HARVEST OAK CR NE","HAR","HARVEST HILLS","51.15290177263","-114.0634726513","3","Titled Parcel;Building;Building Suite","18 HARVEST OAK CR NE;18 HARVEST OAK CR NE;18R HARVEST OAK CR NE","MULTIPOINT (-114.06347265130121 51.15290177262879,-114.06328445457657 51.15294162646014,-114.0631465813388 51.152946213731305)","{""type"":""MultiPoint"",""coordinates"":[[-114.0634727,51.1529018],[-114.0632845,51.1529416],[-114.0631466,51.1529462]]}","POINT (-114.06347265130121 51.15290177262879)"
"BP2021-07820","Completed","2021/05/08","2021/05/27","2023/02/01","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$7,170",,"249 HARVEST CREEK CL NE","HAR","HARVEST HILLS","51.14590224401","-114.04670503698","2","Titled Parcel;Building","249 HARVEST CREEK CL NE;249 HARVEST CREEK CL NE","MULTIPOINT (-114.0467050369752 51.14590224400872,-114.0465460479492 51.1459518669227)","{""type"":""MultiPoint"",""coordinates"":[[-114.046705,51.1459022],[-114.046546,51.1459519]]}","POINT (-114.0467050369752 51.14590224400872)"
"BP2022-18224","Completed","2022/10/29","2022/11/07","2023/04/28","Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Improvements","H M CONSTRUCTION CO","H M CONSTRUCTION CO","0","$1",,"212 HARVEST GLEN PL NE","HAR","HARVEST HILLS","51.14243545326","-114.05177591258","2","Titled Parcel;Building","212 HARVEST GLEN PL NE;212 HARVEST GLEN PL NE","MULTIPOINT (-114.05177591258422 51.14243545326123,-114.05170132993644 51.14233361629932)","{""type"":""MultiPoint"",""coordinates"":[[-114.0517759,51.1424355],[-114.0517013,51.1423336]]}","POINT (-114.05177591258422 51.14243545326123)"
"BP2006-10131","Completed","2006/06/15","2006/06/15","2006/07/18","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$13,200",,"183 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.1505442466","-114.05751549275","1","Titled Parcel","183 HARVEST PARK WY NE","POINT (-114.05751549275293 51.15054424659789)","{""type"":""Point"",""coordinates"":[-114.0575155,51.1505442]}","POINT (-114.05751549275293 51.15054424659789)"
"BP2005-10688","Completed","2005/07/20","2005/07/20","2005/07/25","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","COWLING CONSTRUCTION","COWLING CONSTRUCTION","0","$10,574",,"669 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14388192503","-114.06023668111","1","Titled Parcel","669 HARVEST HILLS DR NE","POINT (-114.06023668110724 51.1438819250308)","{""type"":""Point"",""coordinates"":[-114.0602367,51.1438819]}","POINT (-114.06023668110724 51.1438819250308)"
"BP2005-14587","Completed","2005/09/26","2005/09/26","2006/07/18","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$11,279",,"96 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14289196163","-114.06024388146","1","Titled Parcel","96 HARVEST ROSE CI NE","POINT (-114.06024388145516 51.14289196163368)","{""type"":""Point"",""coordinates"":[-114.0602439,51.142892]}","POINT (-114.06024388145516 51.14289196163368)"
"BP2000-03482","Completed","2000/04/13","2000/04/13","2000/04/25","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$11,025",,"134 HARVEST OAK RI NE","HAR","HARVEST HILLS","51.15009036767","-114.06134613013","1","Titled Parcel","134 HARVEST OAK RI NE","POINT (-114.06134613012865 51.15009036767453)","{""type"":""Point"",""coordinates"":[-114.0613461,51.1500904]}","POINT (-114.06134613012865 51.15009036767453)"
"BP2011-05601","Completed","2011/05/20","2011/05/20","2011/08/31","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$22,003",,"205 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14388115429","-114.06426910165","1","Titled Parcel","205 HARVEST GOLD CI NE","POINT (-114.06426910165237 51.1438811542949)","{""type"":""Point"",""coordinates"":[-114.0642691,51.1438812]}","POINT (-114.06426910165237 51.1438811542949)"
"BP2014-17060","Completed","2014/10/29","2014/10/29","2015/03/31","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck","MARITIME WEST CONSTRUCTION","MARITIME WEST CONSTRUCTION","0","$7,866",,"192 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.1507977404","-114.05774072712","2","Titled Parcel;Building","192 HARVEST PARK WY NE;192 HARVEST PARK WY NE","MULTIPOINT (-114.05774072711581 51.150797740399554,-114.05791262531451 51.15079195603359)","{""type"":""MultiPoint"",""coordinates"":[[-114.0577407,51.1507977],[-114.0579126,51.150792]]}","POINT (-114.05774072711581 51.150797740399554)"
"BP2000-08173","Completed","2000/07/26","2000/07/26","2000/11/29","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$1,290",,"210 HARVEST OAK RI NE","HAR","HARVEST HILLS","51.15117727621","-114.06123067967","1","Titled Parcel","210 HARVEST OAK RI NE","POINT (-114.06123067966672 51.15117727621379)","{""type"":""Point"",""coordinates"":[-114.0612307,51.1511773]}","POINT (-114.06123067966672 51.15117727621379)"
"BP2010-13559","Completed","2010/10/22","2010/10/22","2010/10/28","Residential Improvement Project","Building","1601 - Basement Development","Townhouse","Residential","Alteration","Improvement","Existing","Basement Dev","BIG BEAR CONTRACTING","BIG BEAR CONTRACTING","0","$24,107",,"30 HARVEST OAK CI NE","HAR","HARVEST HILLS","51.15237774089","-114.06433363304","2","Titled Parcel;Building","30 HARVEST OAK CI NE;30 HARVEST OAK CI NE","MULTIPOINT (-114.06433363303545 51.1523777408864,-114.06422079423685 51.15243687334016)","{""type"":""MultiPoint"",""coordinates"":[[-114.0643336,51.1523777],[-114.0642208,51.1524369]]}","POINT (-114.06433363303545 51.1523777408864)"
"BP2023-18854","Completed","2023/10/31","2023/11/09","2024/05/21","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$47,800",,"237 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.15064082284","-114.04381426587","2","Titled Parcel;Building","237 HARVEST HILLS WY NE;237 HARVEST HILLS WY NE","MULTIPOINT (-114.04381426587334 51.15064082283546,-114.04394195495074 51.15070895183535)","{""type"":""MultiPoint"",""coordinates"":[[-114.0438143,51.1506408],[-114.043942,51.150709]]}","POINT (-114.04381426587334 51.15064082283546)"
"BP2015-10563","Completed","2015/08/17","2015/10/05","2015/11/04","Commercial / Multi Family Project","Building","5301 - Child Care Facility","Institutional","Non-Residential","Alteration","Improvement","Existing","HAPPY FEET MULTI AGE CHILD CARE",,,"0",,,"65 HARVEST GLEN CO NE","HAR","HARVEST HILLS","51.14524860491","-114.05112817838","2","Titled Parcel;Building","65 HARVEST GLEN CO NE;65 HARVEST GLEN CO NE","MULTIPOINT (-114.05112817838442 51.14524860491359,-114.05108838616833 51.1453610819247)","{""type"":""MultiPoint"",""coordinates"":[[-114.0511282,51.1452486],[-114.0510884,51.1453611]]}","POINT (-114.05112817838442 51.14524860491359)"
